system:index,area,class_id,file,territory,year,.geo
7_0_3,9551.54771340937,9,mapbiomas_collection70_integration_v2,1,1992,"{""type"":""MultiPoint"",""coordinates"":[]}"
7_0_4,2010987.5147722387,11,mapbiomas_collection70_integration_v2,1,1992,"{""type"":""MultiPoint"",""coordinates"":[]}"
7_0_5,6863566.930284845,12,mapbiomas_collection70_integration_v2,1,1992,"{""type"":""MultiPoint"",""coordinates"":[]}"
7_0_6,3696344.2654465963,15,mapbiomas_collection70_integration_v2,1,1992,"{""type"":""MultiPoint"",""coordinates"":[]}"
7_0_7,504.6460041870105,20,mapbiomas_collection70_integration_v2,1,1992,"{""type"":""MultiPoint"",""coordinates"":[]}"
7_0_8,2527502.203007285,21,mapbiomas_collection70_integration_v2,1,1992,"{""type"":""MultiPoint"",""coordinates"":[]}"
7_0_9,103894.78545122994,23,mapbiomas_collection70_integration_v2,1,1992,"{""type"":""MultiPoint"",""coordinates"":[]}"
7_0_10,65912.00416238993,24,mapbiomas_collection70_integration_v2,1,1992,"{""type"":""MultiPoint"",""coordinates"":[]}"
7_0_11,233033.86659839237,25,mapbiomas_collection70_integration_v2,1,1992,"{""type"":""MultiPoint"",""coordinates"":[]}"
7_0_12,18256.8369110901,29,mapbiomas_collection70_integration_v2,1,1992,"{""type"":""MultiPoint"",""coordinates"":[]}"
7_0_13,373.3067406555167,30,mapbiomas_collection70_integration_v2,1,1992,"{""type"":""MultiPoint"",""coordinates"":[]}"
7_0_14,1114.754644165053,31,mapbiomas_collection70_integration_v2,1,1992,"{""type"":""MultiPoint"",""coordinates"":[]}"
7_0_15,7275.133572882078,32,mapbiomas_collection70_integration_v2,1,1992,"{""type"":""MultiPoint"",""coordinates"":[]}"
7_0_16,388795.74236157775,33,mapbiomas_collection70_integration_v2,1,1992,"{""type"":""MultiPoint"",""coordinates"":[]}"
7_0_17,300028.880084604,39,mapbiomas_collection70_integration_v2,1,1992,"{""type"":""MultiPoint"",""coordinates"":[]}"
7_0_18,9513.906881084975,40,mapbiomas_collection70_integration_v2,1,1992,"{""type"":""MultiPoint"",""coordinates"":[]}"
